job_title,company,location,job_description,skills,job_category
senior data analyst,Bartech Group,"chandler, az","job descriptionif you are an experienced senior data analyst looking for a position with a leading company, bartech can help! we are a leading staffing firm and our clients include some over the nations biggest companies. our client has a need for a senior data analyst. this is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. if you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!

senior data analyst

job responsibilities

your specific duties as a senior data analyst will include:

• compensation (range): $28 - $30 / hour
• the data analyst senior is responsible for providing accurate, complete and meaningful reports and analysis of financial information used for business management and decision making. the senior data analyst works closely with fiber department and/or functional managers to deter","companies, data, leading, analyst, senior",data analyst
data modeler / analyst with data steward,"Strategic Systems
4.5","tempe, az","job description
must haves:
• knowledge of basic data management principles and concepts
• knowledge of how to create data standards, determine business data requirements, and business rules.
• ability to work collaboratively with analysts, architects, modelers, business and technical teams
• proficiency in sql for generating quality assessments and insight generation
• excellent communication skills with both business and technical audiences
• subject matter knowledge of bank operations and/or financial services
• ability to leverage multiple tools to create and maintain necessary data stewardship outputs
• 3+ years of experience fulfilling the role of a data steward
• experience working within a data or reporting team as an analyst, modeler or data steward
• experience creating and using data models and data definitions
• experience implementing and enforcing data access control mechanisms.
• experience with improving data quality and resolving data deficiencies.
• experience with da","ability, business, knowledge, experience, data",data analyst
data engineer,"Management Decisions, Inc.
1.6","phoenix, az","a leading and a big data analytics software products and services organization in deer valley, who specializing in helping fortune 100 companies in their digital transformation journey is seeking to add to a data engineer their talented team of developers. this is a great opportunity for whoever wants to work on the cutting- edge technologies in the global it industry today. this is a 12-month contracting position ending in july 2021, paying up to $55.00 per hour with benefits.in this position, you will join a team that will be enhancing and modernizing legacy technology. this team develops big data and batch/real-time analytical solutions, creating insights about different members across the full spectrum of digital channels, including search, mobile, email, social, and web. if you have the desire to tell a story with data, and the talent to seamlessly integrate customer information across physical, digital, mobile, and social media, this is the team for you!required skills & experien","big, team, mobile, social, digital",data engineer
data analyst - financial advisor services,"Vanguard
3.2","scottsdale, az","the fas data and analytics group has an exciting opportunity for an fas data quality analyst to join our data governance and quality team! we’re looking data-oriented crew to continue building out the data operations function for fas data. this is a unique opportunity to partner with our sales channels to understand the sales strategy and ensure that we have best in class data to drive performance and support the channels in making data driven decisions.

core responsibilities

1. engages with internal partners to understand business strategy, questions, and goals. brings structure to business requests, translates requirements into an analytical project approach, and supports projects through completion.

2. acquires and compiles structured and unstructured data and verifies its quality, accuracy and reasonableness.

3. performs analyses of historical data to surface trends and insights using analytical methods.

4. prepares and delivers visualizations and internal presentations that t","understand, strategy, sales, quality, data",data analyst
sr marketing analytics manager (individual contributor),"NortonLifeLock
3.7","tempe, az","nortonlifelock inc. (nasdaq: nlok) is a global leader in consumer cyber safety. nortonlifelock is dedicated to helping secure the devices, identities, online privacy, and home and family needs of its nearly 50 million consumers, providing them with a trusted ally in a complex digital world. for more information, please visit nortonlifelock.com or connect with us on facebook, twitter, linkedin, instagram and youtube.

about the role:


the sr. marketing analytics manager is a key partner with nlok’s core direct acquisition/marketing functions: advertising and strategy, digital, database, offline media and mobile. the sr marketing analytics manager is responsible for completing analysis to measurably improve the business, measure and interpret test results, coordinating the creation of reports/dashboards and provide data driven guidance on creative direction, media buying and go-to-market strategy . experience in measuring direct marketing campaigns in both the digital and offline space.","direct, sr, media, digital, marketing",other
java with big data engineer,"Sysmind LLC
4.1","phoenix, az","job description
expertise in java with 5+ years of it experience developer with primary focus on java based backend development. 2+ years of experience in spring, spring mvc rest api java/j2ee big data","experience, developer, api, years, java",data engineer
data engineer,"DEREX TECHNOLOGIES INC.
4.1","phoenix, az","role data engineer location phoenix az duration 6 month contract to start, go possibility to extend longer (3 yr project) job description skill set that the manager is looking for mid ndash senior developer, at least 4-5 years exp in this space is ideal must have strong python and java aws datalakes exp data engineering background, hadoop is a plus project datalakes building in aws and building data processing technologies within aws no architecture, this is 100 engineering hands on role must start immediately","engineering, building, project, start, aws",data engineer
jr. data engineer,"Net2Source
3.2","phoenix, az","net2source is a global workforce solutions company headquartered at nj, usa with its branch offices in asia pacific region. we are one of the fastest growing it consulting company across the usa and we are hiring ""jr. data engineer "" for one of our clients. we offer a wide gamut of consulting solutions customized to our 450+ clients ranging from fortune 500/1000 to start-ups across various verticals like technology, financial services, healthcare, life sciences, oil & gas, energy, retail, telecom, utilities, technology, manufacturing, the internet, and engineering.

position: jr. data engineer
location: phoenix, az
type: contract

skills:
strong communication skills.
3+ years' experience building data pipelines.
3+ years' experience programming in python
knowledge in fine tuning sql, understanding optimizers, and execution plans.
experience leveraging open source data infrastructure projects, such as apache spark, kafka, flink.
understanding of software development life cycle and relea","clients, understanding, life, consulting, usa",data engineer
clinical data analyst,"Envision Physician Services
3.6","phoenix, az","overview


envision physician services is a multispecialty physician group and practice management company. established in 1953, our organization provides anesthesia, emergency medicine, hospital medicine, radiology, primary/urgent care, surgical services, and women’s and children’s health services to hospitals and health systems nationwide. sheridan healthcare, emcare, reimbursement technologies and emergency medical associates have recently joined forces to form envision physician services. as one organization, we now provide a greater scope of service than any other national physician group. our collective experience from hundreds of local, customized engagements, culture of continuous lean process improvement, and team of experts in the business of healthcare enable us to better solve complex problems and consistently give healthcare organizations confidence in our execution. our combined organization serves more than 780 healthcare facilities in 48 states and the district of colum","group, medicine, organization, services, healthcare",data analyst
big data engineer,"Xoriant Corporation
3.6","phoenix, az","data engineer phoenix, az note required only 10+ years candidates with strong exp in python coding. job requirements data engineer with expertise in python and big data technologies like spark, hive, presto etc. experience with aws services ndash s3, ec2, emr, lambda functions and step functions. experience with both sql and nosql db preferred experience with nosql database (hive, hbase, mongodb, elasticsearch etc.) knowledge and expertise with python and other big data technologies like spark, hive, presto etc proficient writing spark jobs in python and scala developing hive udf and hive jobs proven hands-on software development experience experience with test-driven development exposure to cicd processes using maven and jenkins, familiarity with git. exposure to scrum agile framework preferred experience in core java technologies ( java 1.8, spring boot, spring mvc, java ee fundamentals, hibernateany object relation mappers, oraclemysql etc ) good communication and collaborative skil","spark, experience, python, java, hive",data engineer
med lab scientist - molecular night shift,"Sonora Quest Laboratories
3.0","phoenix, az","$2,000 sign on bonus for working night shift in the molecular team!

did you know sonora quest laboratories is the leader in infectious disease testing services in arizona?

with a broad menu of molecular, antibody, and other test services to aid diagnosis, treatment and monitoring, we are seeking to grow our molecular team. if you are a medical lab scientist eager to help better the health of our community, join our team efforts to ramp up covid-19 testing.

sonora quest has performed and reported results of more than 35,000 diagnostic covid-19 tests. furthermore, with additional test collection supplies such as swabs, reagents and appropriate personal protective equipment, sonora quest has additional capacity to run up to 4,200 molecular tests per day at our tempe lab.

we are looking to hire medical lab scientists for night shift working 10 pm to 6:30 am mon - fri (including weekends and holidays). 15% shift differential.

apply now and lets get started in your future!

essential fu","covid, 19, lab, shift, molecular",other
epic bi & analytics manager-remote,"Kforce
4.1","phoenix, az","responsibilities:

kforce has a client in search of a hands-on remote epic business intelligence & analytics manager from the healthcare industry in phoenix, az. the candidate will lead a technical group and be hands on as well. there is a great opportunity for advancement and career progression with this position. we are working directly with the hiring manager. the candidate will have the ability to work remotely.

requirements:
bs degree in computer science or a related field (cs, mis or dss degree preferred); graduate degree in a related field is desired
project management professional (pmp) certification is a plus but not required
at least 6-8 years of progressively responsible sql development, data modeling and/or business intelligence experience that demonstrates a strong understanding of the required knowledge, skills, and abilities
strong experience with epic data modeling
robust technical epic experience and leadership required
needing someone to lead a team while being stron","field, hands, manager, required, degree",other
python/machine learning engineer,"Airetel Staffing, Inc
4.9","phoenix, az","one of airetel staffing's valued clients is looking for a python/machine learning engineer to join them in the phoenix, az area.

description:
site reliability engineering portfolio consists of several mission critical americanexpress.com applications. web engineering enterprise applications are highly available applications, maintains high (~99.999%) availability in an extremely high throughput transactional system with strict performance requirements. primary focus of the site reliability engineering team is to conceptualize, design, develop and implement observability related frameworks/common components, instrumenting observability tools for enterprise that will ensure high application reliability, scalability, availability and performance of the web applications. site reliability team is embarking on a transformation journey to implement ""automation first approach in service delivery and site reliability engineering space.

what you will be doing:
conceptualize and implement machi","high, implement, engineering, applications, site",other
etl qa / data analyst,"Pegasus Knowledge Solutions
4.2","scottsdale, az","job description
seeking a well rounded candidate with expertise in ensuring data quality, reporting and integrations. the candidate should be well versed with : data profiling and research, qa , etl and reconciliation.
candidate is expected to have 5+ years of experience as a data analyst or quality analyst.
ensure data quality by validating, reconciling and executing test cases and report findings.
identify and manage data quality issues and own the data quality process.","cases, analyst, data, candidate, quality",data analyst
data engineer,"PeopleNTech LLC
4.3","chandler, az","position: data engineer
location: currently remote ( candidate needs to move to chandler, az a later point in time)
duration: long term

• the ideal candidate must have a strong j2ee background (ui development using j2ee) and currently performing a hadoop data engineer role.

job description:
• data model development and model scoring
• work with data scientists and build scripts to meet their data needs
required qualifications
• 10+ years of overall experience
• 3+ years' experience with big data ( hadoop platforms) –hive, spark ( needs to be currently hands-on on hadoop cluster)
• 4+ years of overall experience in ui development using j2ee","years, overall, needs, currently, hadoop",data engineer
data engineer,"GTN Technical Staffing
4.0","phoenix, az","job description
gtn is looking for a data engineer to expand and optimize our client's data storage and data pipeline architecture, and optimize data flow/collection for their cross functional teams. the successful candidate will design, implement, and maintain data storage and data flow solutions for structured and non-structured multi-model data in support of data science and machine learning pipelines. additionally, the ideal candidate will be an experienced data pipeline builder and data wrangler, who enjoys optimizing data systems and building them from the ground up. they must be self-directed and comfortable supporting the data needs of multiple teams, systems and products.

job responsibilities:
create and maintain optimal data pipeline architecture.
assemble large, complex data sets that meet functional / non-functional business requirements.
identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infra","flow, storage, functional, pipeline, data",data engineer
medical lab scientist - molecular,"Sonora Quest Laboratories
3.0","phoenix, az","medical lab scientist - molecular
job id

12114

apply now


city:
az-phoenix

start time:
1:00 am

fte status:
(fa) 1.0 - 40 hours

end time:
1:00 am

scheduled days:
monday, tuesday, wednesday, thursday, friday

required to work:
weekends, holidays, on call

did you know sonora quest laboratories is the leader in infectious disease testing services in arizona?

with a broad menu of molecular, antibody, and other test services to aid diagnosis, treatment and monitoring, we are seeking to grow our molecular team. if you are a medical lab scientist eager to help better the health of our community, join our team efforts to ramp up covid-19 testing.

sonora quest has performed and reported results of more than 35,000 diagnostic covid-19 tests. furthermore, with additional test collection supplies such as swabs, reagents and appropriate personal protective equipment, sonora quest has additional capacity to run up to 4,200 molecular tests per day at our tempe lab.

we are looking to hire me","covid, 19, 00, lab, molecular",other
data analyst/business analyst with sql,"Diverse Lynx
3.9","phoenix, az","job roles / responsibilities:
data migration profiles having expertise in (sql server, excel macros, stored procedure)
proficient in basic sql and understanding of data relationships 5+ years business analyst role in technical projects that require backend/database buildout
experience with agile project methodology and ability to work in fast pace, abstract environment
knowledge of agile ceremonies, processes, and the tools to compliment jira, confluence, etc.
strong leadership skills with the ability to work with other client on work assignments, follow up and review of outcomes.
diverse lynx llc is an equal employment opportunity employer. all qualified applicants will receive due consideration for employment without any discrimination. all applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. we promote and support a diverse workforce across all levels in the company.","diverse, agile, applicants, employment, ability",data analyst
senior user experience research scientist,"Exponent
3.5","phoenix, az","senior user experience research scientist
id

3609

location


phoenix, az

practice/center


human factors

apply now

exponent is a leading engineering and scientific consulting firm. our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve complicated problems facing corporations, insurers, government entities, associations and individuals. our approximately 1000 staff members work in 26 offices across the united states and abroad. exponent has over 800 consultants, including more than 500 that have earned a doctorate in their chosen field of specialization.

exponent's human factors practice is seeking a senior user experience research scientist to join the existing and ever-growing team of researchers at exponent's 6,000-square-foot phoenix user research center (purc), which houses six labs, many of whichare highly specialized (e.g., optometry lab, motion tracking suite, etc.). this posi","center, human, practice, phoenix, user",other
data analyst - mid-level,"The Judge Group, Inc.
3.5","tempe, az","location tempe, az description our client is currently seeking a data analyst - mid-level. candidates should be local. for immediate consideration please email copy of current resume to amanda at ajauriguejudge.com. this job will have the following responsibilities perform physical andor logical data modeling and analysis. will develop dashboards to track remediation of issues. required to have strong statistics and data analysis background. ability to work in a fast-paced, technical, cross-functional environment and be able to produce with minimal direction. excellent written and verbal communication skills. qualifications requirements data modeling tools, python, informatics, collibra. data analysis experience- a must contact ajauriguejudge.com mailtoajauriguejudge.com?subjectdata20analyst20-20mid-level this job and many more are available through the judge group. find us on the web at www.judge.com httpwww.judge.com","data, modeling, level, analysis, com",data analyst
senior data analyst w/ collibra,"Nucleusteq
5.0","phoenix, az","title sr data analyst location phoenix (remote for now) duration 1+ years job description large enterprise data management and analysis experience. data lake experience is a huge plus. execute development activities to implement strategic metadata management capabilities consolidation into collibra. work with lines of business to define required updates to the enterprise metadata platform. responsible for developing, enhancing, modifying andor maintaining applications in enterprise data management. build and deploys new capabilities into the metadata platform, in collaboration with other development resources. software developers design, code, test, debug and document programs as well as support activities for the corporate systems architecture. employees typically have in-depth knowledge of development tools and languages. work closely with business and technology partners to provide data governance and understand data domain requirements and issues will assist with guidance on develo","data, activities, capabilities, management, enterprise",data analyst
data engineer - brand program,"Amazon
3.9","tempe, az","this position is a part of the amazon brand services organization which creates, builds and leads innovation for brand owners on amazon worldwide. our organization owns the product, technology and deployment roadmap for advanced analytics and insights products surfaced to brand owners on amazon. this position requires a dynamic data engineer who is entrepreneurial, has the ability to work with the ambiguity involved with launching completely new experiences, can develop and articulate strategic plans and drive their execution.

we are looking for a passionate data engineer to develop a flexible data model and optimize the consumption of massive data sources we require to generate unique insights. data is at the center of every product we will develop as we create brand new systems that serve the needs of our large and growing base of brand owners on the platform. you will share in the ownership of the technical vision and direction for advanced analytics and insight products. you will ","data, organization, develop, amazon, brand",data engineer
senior business intelligence data analyst,"Shamrock Foods
3.4","phoenix, az","summary and essential duties


the senior business intelligence data analyst designs and develops interactive reporting solutions and create descriptive, diagnostic & predictive analytics that bring data to life through compelling visualizations and effective storytelling. (s)he will partner with business leaders across the organization to surface key metrics and unlock the vital insights that drive data-informed decisions and guide business strategy.

the senior business intelligence data analyst will leverage power bi to create dashboards, analysis, visualizations and other end-to-end data solutions that support company initiatives. this role will support the success of the company by providing analytic support in sales, marketing, supply chain, operations, finance and more.

essential duties:
design, develop and maintain a suite of best-in-class bi solutions using power bi
simplify and communicate complex concepts to partners across the enterprise to drive data-driven outcomes
accel","business, essential, power, visualizations, bi",data analyst
project regulatory/risk data analyst,"MUFG
3.1","tempe, az","project regulatory/risk data analyst

apply now

requisition # 10035999-wd

job type day

location tempe, arizona


date posted 06/16/2020
your potential. your opportunity.
description


do you want your voice heard and your actions to count?

discover your opportunity with mitsubishi ufj financial group (mufg), the 5th largest financial group in the world (as ranked by s&p global, april 2018). in the americas, we’re 13,000 colleagues, striving to make a difference for every client, organization, and community we serve. we stand for our values, developing positive relationships built on integrity and respect. it’s part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. we’re a team that accepts responsibility for the future by asking the tough questions and owning the solutions. join mufg and be empowered to make your voice heard and your actions count.

project regulatory/risk data analyst

job summary

wit","group, project, financial, risk, regulatory",data analyst
big data engineer,"Sysmind LLC
4.1","phoenix, az","job description
3+ year of industry experience. minimum 2+ years of big data/hadoop experience must have extensive hadoop working knowledge and hands on experience in hdfs experience in developing real time streaming applications using flume and kafka good knowledge spark configurations and performance tuning develop highly scalable and extensible big data platform.","kafka, knowledge, big, experience, hadoop",data engineer
senior data engineer,"thredUP
3.9","phoenix, az","about thredup
thredup is the world’s largest fashion resale platform, inspiring a new generation to think secondhand first. the company has spent the past 10 years reinventing resale, building a marketplace and infrastructure now poised to power the $50b resale economy and usher in a more sustainable fashion future. millions of consumers use thredup as the easiest way to sell their clothes and shop over 35,000 brands at up to 90% off — online, in stores or via “try-before-you-buy” goody boxes. backed by world-class investors, thredup designed a resale engine that has redistributed nearly 100 million unique garments from closets across america and is now powering resale for the broader fashion industry via its resale-as-a-service (raas) platform.

about the role
at thredup, we’re working to revolutionize the clothing industry and we're looking for an experienced data/bi engineer to help grow the foundation of our data warehouse and business intelligence infrastructure., you will work in","think, world, industry, platform, infrastructure",data engineer
senior thermal modeling engineer,"Nikola Motor Company
4.6","phoenix, az","you’re passionate about a zero-emissions future and want to build something special. you want to own your space but work with talented, like-minded people on important projects. the pace doesn’t scare you; it excites you. quality and integrity matter to you.

we feel exactly the same way.

drive forward. introduce yourself to us and let’s start a conversation. we’re currently on the lookout for a senior thermal modeling engineer to join our aerothermal engineering team. you will be responsible for the development and validation of 1d models of the vehicle's thermal systems.

you will:
develop and validate 1d models of the vehicle's thermal systems in simcenter amesim
contribute to the development and optimization of the vehicle's thermal architecture
optimize and size thermal components, including e-compressor, evaporators, condensers, refrigerant lines, pumps, valves, hoses, radiators, etc. to meet vehicle performance requirements
collaborate with thermal testing and validation engine","lines, systems, models, want, validation",other
data engineer - azure,"Cable One
3.4","phoenix, az","as an azure data engineer (bi engineer) at cable one, you will develop and maintain strategic tools and reports needed for cable one to make data-driven decisions across any and all lines of business. you will also perform complex data analysis and present the harvested information. if you have azure experience and love all things data, this may be the right role for you!

at cable one and our family of companies, we keep our customers and associates connected to what matters most. for our associates, that means: a thriving and rewarding career, respect for the communities where they live and work, a focus on health and wellness, an excellent work/life balance, and an open and inclusive workplace.

what this role does to contribute to the company’s success:
designs and develops queries, database objects, etl packages, reporting structures, and other objects necessary to support detailed analysis and self-service reporting needs.
troubleshoots data load failures or reporting inconsisten","structures, engineer, data, reporting, azure",data engineer
big data engineer/admin,"Allstate Insurance - 1202 Irving, TX
3.4","tempe, az","note: only green card holders and u.s. citizens will be considered.

company: allstate insurance company.

where good people build rewarding careers.think that working in the insurance field cant be exciting, rewarding and challenging? think again. youll help us reinvent protection and retirement to improve customers lives. well help you make an impact with our training and mentoring offerings. here, youll have the opportunity to expand and apply your skills in ways you never thought possible. and youll have fun doing it. join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.

job description:
we are the good hands; we help people realize their hopes and dreams through products and services designed to protect them from lifes uncertainties and to prepare them for the future. nearly every major allstate project has a partnership with technology a partnership that is imperative to the success of the organization. ","help, insurance, think, good, youll",data engineer
epic bi & analytics manager-remote,Kforce Technology Staffing,"phoenix, az","responsibilities kforce has a client in search of a hands-on remote epic business intelligence analytics manager from the healthcare industry in phoenix, az. the candidate will lead a technical group and be hands on as well. there is a great opportunity for advancement and career progression with this position. we are working directly with the hiring manager. the candidate will have the ability to work remotely. requirements bs degree in computer science or a related field (cs, mis or dss degree preferred) graduate degree in a related field is desired project management professional (pmp) certification is a plus but not required at least 6-8 years of progressively responsible sql development, data modeling andor business intelligence experience that demonstrates a strong understanding of the required knowledge, skills, and abilities strong experience with epic data modeling robust technical epic experience and leadership required needing someone to lead a team while being strong in bot","hands, manager, strong, required, degree",other
data & analytics manager,"COPA Health
3.6","mesa, az","data & analytics manager – bachelor’s degree (4+ years in data analysis)

who we are

copa health provides the best possible services and supports that assist each individual in achieving their own personal vision of recovery, wellness and a life in the community. we currently have 150+ locations including; day programs, group homes, respite and habilitation care, clinics, outpatient services, counseling services and overall integrated care. we serve approximately 19,000 members annually.

our purpose is to, inspire health, hope and happiness by delivering world class solutions to individuals, families and communities.

each year, compassionate and dedicated employees deliver life changing services that support individuals and families who have disabilities to achieve higher levels of self-sufficiency, resiliency and wellness. through our employees efforts, lives are improved, families are enriched and communities are positively changed in dramatic ways. because of the vulnerable popul","care, employees, individuals, communities, services",other
big data engineer,"Metasys Technologies
4.8","phoenix, az","skills required:
bachelor's degree in computer science, computer science engineering, or related experience required; advanced degree preferred
5+ years of hands on coding engineering experience in software development- java
experience on big data across one or more platforms, languages, and tools
2+ years of hands on coding experience in apache spark, hbase, hive, mapreduce, big data components/ frameworks hadoop, hdfs, api
problem solving skills and knowledge of data processing, de duplication, scoring, distribution, batch and stream processing
experience with agile/ scrum
ability to effectively interpret technical and business objectives and challenges and articulate solutions
willingness to learn new technologies and apply them to their optimal potential
location:
phoenix, az, usa

skills required:
spark

roles:
bachelor's degree in computer science, computer science engineering, or related experience required; advanced degree preferred
5+ years of hands on coding engineering exper","experience, required, degree, computer, coding",data engineer
senior data engineer,"Axon
3.7","scottsdale, az","our mission is to protect life.
we’re out to make the world a safer place by solving big problems and taking on the public safety challenges of our time. from our company's inception building the taser device to a full suite of hardware and software solutions, we are focused on providing police agencies with the state-of-the-art devices and services they need to successfully serve and protect us. in the next few years, we're going to eliminate the burden of paperwork in policing, so officers can increase the time they spend building relationships and serving in their communities. we’ll put video at the heart of the police record so our justice system can get to the truth faster. and we won't stop innovating until the bullet is rendered obsolete.

it’s a big mission, but it’s one we’ll pursue relentlessly every single day.

your impact
axon’s data and integrations team is looking for a senior data engineer to build scalable, durable, and extensible data models and pipelines—optimizing i","time, building, mission, big, ll",data engineer
senior big data analyst,"Resourcesoft, Inc.
3.6","phoenix, az","requirement 5+ years of experience as a big data analyst. experience in big data and analytical technologies. experience in data lake. experience in big data architecture. experience in data warehouse. experience in sql. experience with data normalization and denormalization techniques. experience with agile methodologies. excellent communication skills. responsibilities interpret data, analyze results using statistical techniques and provide ongoing reports. develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. acquire data from primary or secondary data sources and maintain databasesdata systems. identify, analyze, and interpret trends or patterns in complex data sets. conduct full-life cycle analysis for data and reports including requirements, design and implementation. work with management to prioritize business and information needs. locate and define new process improvement opportunities. f","analyze, interpret, big, experience, data",data analyst
data analyst senior,"Kineticom
4.1","chandler, az","the data analyst senior is responsible for providing accurate, complete and meaningful reports and analysis of financial information used for business management and decision making. the senior data analyst works closely with fiber department and/or functional managers to determine report requirements, build reports, and quality test financial results prior to distribution. the senior data analyst also provides support with project management services for large data projects. essential job functions • develops and deploys reporting and analysis that is accurate, complete and properly summarized to aid in management of business and management decision making. responsible for extracting and summarizing data from oracle and other corporate systems. • has expert knowledge of oracle tables and field usage. has thorough knowledge of other corporate software, programs and data tools. assists managers with report design and development. tests reports and ensures that they perform as expected. ","corporate, accurate, reports, complete, management",data analyst
data engineer,Swift Corporate,"phoenix, az","primary purpose and essential functions: prepare and maintain data flows specific to our reporting, analysis and machine learning projects.
collaborate with data science and business intelligence teams to identify, design, develop, and implement data applications such as truck arrival intelligence, network balance recommendations, service failure mitigation, and driver hours optimization.
extensive elastic search development.
provide troubleshooting, coding, and data pipeline expertise to data science and business intelligence teams.
identify and implement outside data sources and new technologies to enhance analysis and reporting impact on business problems.
collaborate with data warehouse/ etl team to transition data sets into production/core environment and implement new data technologies for analysis and reporting use.
maintain a positive work atmosphere by acting and communicating in a manner which facilitates the success of business operations in order to meet company demands and","business, reporting, intelligence, implement, data",data engineer
data engineer,"ESolutions Inc
4.0","chandler, az","position: sr. data engg (python)

location: chandler, az; san francisco, ca or new jersey

duration: contract

job description:

required technologies: python, sql developer ,t-sql,ssis

5+ years' experience on programming knowledge on python and building the etl data pipelines and data integrations.

advanced working sql knowledge and experience working with rotational and data warehouse databases.

very good knowledge and understand the business requirements and user stories to create design document.

5 years very strong experience in t-sql, stored procedures query performance tuning.

1+ years e experience in ssis on sql server 2104 and 2017 and sql server 2017 is must.

understanding the existing architecture sql and ssis based and to build the new architecture using python and building the etl data pipelines which is independently or self-service data platform to support all the systems and when ever need anything to add /new custom features can be supportable in the new architec","knowledge, new, server, python, sql",data engineer
informatica idq - data engineer ii,"Silicon Valley Bank
3.5","tempe, az","make next happen now. for over 30 years, silicon valley bank (svb) has helped innovative companies and their investors move bold ideas forward, fast. svb provides targeted banking services to companies of all sizes in innovation centers around the world.

the information management team at silicon valley bank is responsible for delivering data solutions that support all lines of business across the organization. this includes providing data integration services for all batch data movement; managing and enhancing the data warehouse, data lake and dependent data marts; and providing support for analytics and business intelligence consumers.

svb is seeking an experienced idq professional who will partner with business leaders to help lead complex, multi-disciplinary projects. the incumbent will participate in design and lead development of technology solutions to address enterprise data quality business needs. the successful candidate will help develop the next generation solutions using","providing, companies, business, data, bank",data engineer
data engineer,Vegatron Systems,"scottsdale, az","job description
data engineer
scottsdale, az, usa
usc, gc only
6+ months

minimum qualifications: •
2+ years of experience in a data engineer role, who has attained a bachelors degree in computer science, statistics, informatics, information systems or another quantitative field.
• aws: 1 year experience
• devops practices: 1 year experience
• 2+ years experience working with data warehousing, etl development and etl architecture.
• 2+ years experience combined experience with any of the following database technologies (rdbms: mssql, mysql oracle; nosql: marklogic, snowflake, dynamodb, redis).
• 2 years experience working on large data initiatives (?5 terabytes).
• 1 years experience as a javascript","engineer, etl, year, years, experience",data engineer
data engineer,"The Judge Group
3.5","tempe, az","location: tempe, azdescription: global retail partner of the phoenix-local judge delivery office is currently seeking a data engineer for a contract to hire role in tempe!
this is a contract to hire position; the selected individual should be fully prepared to expect conversion to a direct employee of the end client at the conclusion of the initial contract timeline. this is not a position for a career consultant; our client is seeking a background reflecting commitment to long tenure and seeking to resume in kind.
please follow-up with sky donovan / sdonovan@judge.com / following submission of application and resume to coordinate a complete qualification discussion | be advised: resumes will not be presented to the end-client without a full conversation with a judge associate.

this job will have the following responsibilities:
• build, deploy and manage data engineering pipelines.
• contribute to design and creation of high-quality solutions.
• work with other data engineers, busines","hire, seeking, client, resume, contract",data engineer
forensic scientist iv - dna,"Arizona Department of Public Safety
3.1","phoenix, az","summary statement

this recruitment will be used to establish an 18-month eligibility list to fill current and future vacancies in the phoenix or tucson areas for forensic scientists specializing in the dna discipline.

must successfully complete the examination process. click here for details regarding the exam process.
written examination - 40% weight
qualifications appraisal board (qab) - 60% weight
note: transcript copies (official or unofficial) are required with your application.

utilizes chemical, microscopic, chromatographic, and comparative techniques and instrumentation to examine, identify and evaluate physical evidence which may include: controlled dangerous substances; blood, urine, and other biological specimens; firearms; questioned documents; latent prints; trace evidence; and other items of evidentiary value. prepares technical reports; provides expert testimony in court; provides technical advice and guidance to and trains other forensic scientists; recommends revisi","biological, technical, process, scientists, provides",other
senior data analyst,"Tech Finders
3.4","phoenix, az","do you have a passion for data and solving complex problems? now is the time to
join a nationally known data driven company that is growing their team and
seeking a senior data analystto join their team with focus on machine learning
and ai!

in this senior data analystrole, primary responsibilities include:
ability to work hands on with large, complex data sets and solve
difficult, non-routine analysis problems, applying advanced analytical
methods as needed.
possess experience in advanced analytics areas like deep learning and
complex statistical data analysis
make business recommendations based on data with effective presentations
of findings, visual displays of quantitative information to stakeholders
develop analysis, forecasting and optimization methods/models to provide
business insights and solutions to key stakeholders; applies
methodologies to future strategic decisions
versees the activities of the junior data analysts
strong ability to handle multiple simultaneous tasks, pr","analysis, methods, stakeholders, complex, data",data analyst
big data engineer,"IntraEdge
3.8","phoenix, az","big data engineer
9321
phoenix, az
10/9/2018

application development
contractor - w2

job description
job description:
you won’t just shape the world of software.

you’ll shape the world of life, work and play.

our software engineers not only understand how technology works, but how that technology intersects with the people who count on it every day. today, innovative ideas, insight and new perspectives are at the core of how we create a more powerful, personal and fulfilling experience for all our customers.

this position requires a mix of strategic engineering and design along with hands-on, technical work. we seek a self-starter, visionary person with strong leadership capabilities. exceptional communication skills, for collaborating across many teams. you will lead teams and deliver best-in-class products in an exciting fast-paced environment with the focus on reliability and automation. dynamic, smart people and inspiring, innovative technologies are the norm here.

the succes","teams, people, software, innovative, shape",data engineer
